plant_id,plant_name,country,year,co2_emissions_tons,co2_captured_tons,energy_consumption_kwh,renewable_energy_percentage,revenue_usd,expenses_usd,biodiversity_impact_score,ecosystem_impact_area_ha,species_impacted,reforestation_area_ha,compliance_score,audit_count,women_in_leadership_percentage,investment_social_programs_usd,risk_category,risk_description,mitigation_plan,future_emission_projection_tons,paris_agreement_alignment_score
17ea199b,Alvarado and Sons,Germany,2016,1970.89,987.38,1624568.45,79.88,15972295.73,10903521.21,7.29,89.79,15,78.12,98.77,5,18.8,12742.05,High,Second stay image from budget interview.,Anyone senior area suggest green decision.,2879.06,0.8
57bb3147,Holt LLC,Maldives,2017,1720.75,762.75,2050431.93,78.98,25852384.7,4639893.59,9.15,48.0,4,61.61,74.3,1,26.44,43149.23,Low,Draw back such city.,Result expect front idea choice southern factor eight.,4027.17,48.57
83d247c7,Neal Group,Trinidad and Tobago,2015,769.78,726.39,4111008.81,50.43,6643506.71,14105600.28,2.12,75.93,25,29.25,70.43,5,25.28,351671.87,Medium,Someone star class mean data.,After talk plan American with could require wrong.,1566.12,48.34
2db58c60,Hughes Group,Saint Helena,2017,590.25,492.62,2573641.32,50.49,16492919.0,13473568.88,3.73,33.97,30,81.32,92.01,5,37.85,343162.07,High,No throw use win research mouth event section.,Issue water evening short.,2149.07,97.72
cd43de25,"Walls, Holland and Quinn",Vanuatu,2018,4916.42,931.64,2146251.01,22.93,24350906.8,3841652.49,4.85,91.92,17,94.41,73.87,2,26.12,361036.5,High,Lead mother I oil report.,Amount national sign family politics goal.,936.45,49.48
f7b9e755,Larson Ltd,Saint Martin,2016,1506.55,777.51,2946229.72,69.07,23618304.53,7202353.91,3.59,33.79,39,45.43,97.87,1,46.87,99944.6,High,Heavy save example.,Administration oil better now during movement training.,3027.68,84.2
91c2782a,"Tran, Sampson and Foster",Poland,2023,773.51,789.34,230857.59,81.05,45410754.84,10552657.59,7.4,8.44,12,89.19,95.71,1,25.61,386957.99,High,Fact mean blood result wish.,Record trade discover deal head his.,693.28,28.55
c5feef85,Reyes and Sons,Korea,2022,3501.19,288.92,998430.86,87.16,49564377.51,10634684.54,7.15,83.9,8,30.06,71.43,4,23.92,175814.69,Medium,Particularly south field food student.,By town yeah hot we car.,2672.4,37.8
2c03d3a9,"Pena, Gonzales and Ochoa",Oman,2023,544.97,948.84,3020141.63,10.47,26846862.36,17122012.53,5.82,1.94,22,82.13,99.49,3,32.4,223879.28,Low,Nearly star than agent citizen name.,Lead often hope run its phone stop.,594.74,21.97
f58d7871,Simpson-Johnson,Saint Lucia,2016,2131.38,718.49,4701560.89,73.72,16292280.31,8880067.01,4.66,24.76,26,40.5,90.87,5,37.46,383030.25,High,None source letter word speech cup table.,Agent group much own.,4038.61,78.01
6022fcd5,Leach-Villarreal,Angola,2021,982.93,685.21,1969764.51,47.15,12113661.88,1983738.98,7.62,66.72,32,6.64,74.26,4,29.54,468603.04,High,Available end by cut.,Nothing hope direction hit.,2409.73,80.56
72f4ff0e,Jensen Group,New Caledonia,2015,3688.51,367.53,789809.6,72.74,16548365.16,11004327.57,8.15,60.89,18,19.78,75.01,1,10.59,58777.98,Low,Describe particular not high type minute wonder return.,Theory resource administration guess rise.,2217.13,31.58
0b87c72f,Duncan-Cox,Netherlands,2019,4493.6,108.84,1336711.03,28.83,47025487.84,8152218.89,8.03,11.95,47,26.28,80.99,5,40.6,319386.82,Low,Color people charge simply throw health American.,None eye force ever about store.,2833.82,52.04
9710b9bc,Johnson Inc,Gambia,2022,3661.54,541.31,557172.52,68.22,18123026.59,17127115.8,3.77,35.93,13,3.99,93.14,4,13.54,421128.35,Medium,One board perhaps shake run.,Piece party return explain stand.,2352.3,16.94
e8e3c8d0,"Rivera, Moore and Taylor",Spain,2022,3434.89,426.26,1065393.74,12.84,47602066.19,4459983.63,8.84,19.0,43,23.77,82.21,5,44.11,198512.9,Low,Mr hospital record work class.,Give ask prevent quickly almost knowledge senior.,2955.25,1.32
05dd432a,Nelson-Rhodes,Mauritania,2015,2641.07,81.6,1928062.19,71.93,40752029.58,5755118.07,4.25,85.27,6,24.75,85.36,1,35.34,237474.58,Low,Live anything letter call about.,Source exist understand.,2684.36,89.51
4eb1ceea,"Miller, Nguyen and Brown",Indonesia,2016,3216.13,439.98,1302890.06,13.17,32179768.83,6825675.33,9.65,17.06,29,0.52,78.08,3,28.12,25055.87,Medium,Key outside too even just dream eat instead.,Peace enough sort student fear.,1904.29,33.34
4357545e,Ramirez PLC,Western Sahara,2023,1679.31,274.43,1871743.55,37.21,42881053.38,1016057.84,6.13,3.01,42,95.08,90.16,3,35.45,80557.53,High,Natural plant bill get scientist.,Edge model art us government occur three.,1757.18,28.7
5e340f6f,Williamson-Duffy,Spain,2023,4399.45,113.41,3026744.66,21.64,21049741.87,7356277.91,1.38,92.31,28,69.19,79.71,3,36.77,404736.79,High,Human several fly painting system.,Suffer particularly wonder card.,4369.56,16.19
7ec1a06a,Perez-Weber,Morocco,2019,1061.87,80.22,1560115.3,79.55,7405664.11,6162543.44,4.76,92.84,6,34.15,81.51,1,38.38,33705.74,High,Side ground service kind.,Stay require billion grow.,4059.69,24.85
5a02ef3c,"Baxter, Krause and Walker",Malaysia,2016,1973.29,749.78,1225202.24,10.42,31451984.12,6665263.72,2.38,64.07,22,57.06,70.12,1,13.08,48876.5,High,Area audience possible game garden represent knowledge.,Drop resource remain gas spend her human.,4527.7,3.2
26f72f70,Lindsey-Lopez,Algeria,2019,3147.85,246.4,3970341.38,38.32,26538262.3,8610354.75,4.59,11.8,44,14.72,98.81,5,25.57,43966.97,Medium,Number better around man then.,Player investment newspaper far poor several.,2144.1,7.44
38f1d04d,Hall-Mccoy,Norway,2020,2832.88,686.24,2146729.57,31.42,4496364.06,10424417.19,1.21,29.79,1,8.59,83.24,1,19.79,373161.5,Low,Address husband party peace suggest.,Put where long their strategy.,3292.7,39.32
3ac9b771,Mcdaniel-Chan,Ghana,2023,2357.08,237.43,3145133.38,29.59,3495104.92,15232333.58,3.22,87.32,38,19.93,95.61,3,48.08,38778.58,High,Risk sell agreement structure.,City name economic bad reality sure.,2760.43,20.81
c9ebe750,Morales-Foster,Serbia,2018,2110.08,550.16,4232701.76,93.2,37402460.41,14647608.56,4.52,90.23,23,30.81,79.32,3,37.37,455085.46,Medium,Top quality various want.,Stop meeting air break operation.,4395.2,88.75
462c7a44,Kelly-Shepherd,Georgia,2022,2085.76,471.16,2471634.55,21.18,3675925.07,11166391.08,2.43,98.7,21,76.99,96.51,2,18.49,206195.69,Low,Employee democratic city start.,Term leave national throw.,1125.53,52.55
0f81d13d,Steele and Sons,Sao Tome and Principe,2015,817.15,292.12,1904713.39,55.38,11188321.42,12168312.99,6.11,12.64,32,49.06,89.81,2,39.64,88949.67,Low,More happen can quite need including.,Law that energy challenge reduce who.,2727.55,43.1
49d376e2,Thompson-Cherry,Denmark,2017,3035.82,556.39,2032494.48,68.0,2036614.21,16138484.89,5.17,81.83,10,15.69,73.08,2,30.83,88592.64,Low,Key offer radio.,System meet wish her mother peace.,3737.3,97.12
5c0db034,Ross LLC,Cote d'Ivoire,2015,1259.04,168.27,2211930.28,30.25,5279775.95,12391526.12,7.29,60.57,8,73.26,85.82,1,30.0,153623.17,High,Exist cultural such defense.,Cell keep research leader part.,2756.01,21.88
426b98f0,Mora LLC,Kazakhstan,2022,1323.25,703.52,2345102.15,74.46,49952176.63,11127938.87,2.35,60.53,19,0.18,98.72,4,42.42,386988.89,High,Expert method final.,A front nice myself.,3357.22,16.03
0c8253ce,Ward-Marshall,Benin,2019,685.93,973.17,2626510.48,32.5,16482806.47,18175369.55,5.84,27.2,28,5.7,80.91,1,43.02,53406.81,High,Rule against ago draw discuss.,Detail I raise do amount pattern.,4624.94,77.48
482a2625,Barnett-Gray,Australia,2021,2167.85,358.44,4417243.8,48.3,28341488.64,14150178.82,1.22,87.42,17,98.53,92.44,2,17.32,417526.8,Low,Study participant matter.,Conference land money claim candidate hold thing.,4614.25,26.11
2e033c25,"Fox, Perkins and Davis",Uganda,2023,4202.78,722.02,4725069.29,11.63,33919544.51,19534650.78,9.44,89.97,11,23.57,79.76,3,31.68,426219.09,High,Risk your heart.,Above consumer million.,4338.39,84.89
f205725e,Johnston Ltd,Gibraltar,2018,4403.04,440.11,3402668.04,46.19,9335273.5,5384991.16,7.3,82.67,0,46.67,75.8,5,31.1,26928.06,Low,Clearly direction write easy instead billion health.,Box five other today.,1632.26,37.39
3b53eb91,"Lee, Kerr and Bass",Nauru,2015,879.04,816.48,3255981.19,50.99,32914082.74,9444887.51,6.87,15.69,28,76.48,95.53,4,22.31,144215.62,Low,She fly marriage story nor.,System nation management trial ever.,1839.49,67.95
69942de3,Mendez-Johnson,Tunisia,2018,3917.98,448.95,1985395.52,33.4,42091267.61,6301883.22,8.89,29.78,22,64.21,76.54,3,14.62,396478.03,Medium,Practice so training spend history.,Green cold couple although phone.,2055.98,31.62
14dad2ae,"Moore, Bowen and Williams",Finland,2020,2225.56,522.37,2399336.18,70.24,20111286.32,19028356.85,5.37,70.64,37,3.87,86.87,3,47.88,422885.81,Medium,New argue behavior industry show indicate visit protect.,Cause year foot speech trial staff.,3793.51,5.96
90afad00,"Rowe, James and Smith",Burkina Faso,2018,623.9,403.14,4080762.19,18.63,45298649.99,16803237.92,3.44,58.54,38,55.77,85.51,5,12.05,208800.36,Low,Listen born identify big agent next.,Street nothing until throughout year.,3689.77,21.8
d2c9b732,Gregory-Harris,Samoa,2021,1355.84,700.13,3863155.09,26.1,27934303.92,7095535.45,5.1,71.51,21,13.18,86.27,1,19.45,109284.77,Medium,Let list science election the.,Apply station offer late computer three.,3199.45,10.83
3018ad4d,Stevens LLC,Dominican Republic,2023,3172.35,178.81,3654199.56,99.31,48264068.88,7742134.36,6.23,50.06,27,74.82,72.47,2,46.57,152520.26,Low,Everybody relate expert film.,Hot morning night.,1819.6,31.7
4d791bdb,"Bailey, Harper and Hunt",Micronesia,2021,4465.47,152.94,3472006.28,28.08,20632891.56,1973513.62,8.61,12.45,4,21.59,74.23,4,12.41,131826.52,Medium,Appear government reflect movie.,Already treatment politics scientist describe you.,4415.22,59.89
58cc1958,Oconnor-Lopez,Argentina,2020,4720.24,246.34,2147705.61,60.29,21121082.58,1166445.76,8.59,22.1,19,15.69,70.04,1,16.91,451365.01,Medium,Interesting consumer policy walk community natural recent unit.,Nature citizen treat left professor whole need arm.,2734.63,38.4
beed1f81,Garcia-Newton,Albania,2015,1603.58,355.0,3942728.25,89.52,25360605.71,3352357.29,8.28,68.06,45,1.33,84.97,4,21.12,161783.52,High,Decision task office budget son.,Mean figure arm subject.,1404.11,49.82
3772fb8e,Peters-Jones,Panama,2023,2775.41,694.64,3450620.1,67.53,25124159.68,11378982.66,2.6,45.85,31,26.39,77.62,3,31.59,375151.49,Low,His may night letter listen.,As not stand page.,3113.19,52.77
75823e36,Holt LLC,Niue,2016,1208.57,197.95,270267.53,83.06,23454077.55,3493145.24,5.58,81.19,25,64.7,73.62,5,40.83,251099.7,High,Sound usually indeed go character out.,Miss life prevent work.,2364.62,56.45
0b5cd6cd,King-Barnes,French Southern Territories,2015,2865.27,101.84,1518021.62,65.7,45171272.82,2117116.81,1.5,98.6,6,99.58,87.99,5,10.47,179454.84,Low,A why someone big world yard fire.,Development make each together.,3385.6,59.42
9aa2cc33,Carter-Small,Ireland,2019,1465.88,550.21,2706180.6,68.95,10015438.56,18356046.82,5.07,5.16,47,74.62,71.2,3,15.24,421789.33,High,Even party one manager allow speak.,Someone however smile instead bit plan improve recognize.,2594.77,7.98
1c241836,Soto-Barnett,Tanzania,2021,570.94,228.65,1636785.23,53.01,37368633.9,3580085.69,6.72,70.77,16,89.68,90.66,2,24.97,139597.98,Medium,Behind maintain condition share support matter artist.,Become husband form entire laugh develop.,4467.11,52.57
4239cc7c,Coleman-Thompson,Colombia,2015,1268.4,787.36,3484935.59,60.72,33095979.69,6354864.76,1.41,91.98,12,89.7,96.1,5,12.21,368873.61,Medium,Modern reality Mr dog but family.,Quickly memory consider another.,3569.49,59.55
a47ea082,Hampton-Franklin,Falkland Islands (Malvinas),2017,2244.26,461.67,1309170.92,66.56,28725054.31,13550007.21,5.81,52.24,9,2.42,99.57,4,28.09,156562.5,High,Deal time military yard.,Tough yard Democrat remain PM outside will.,3383.4,80.85
b87618b8,James-Cervantes,Bouvet Island (Bouvetoya),2020,4670.48,586.75,2704553.06,90.68,38957234.94,9691185.1,9.81,91.26,48,19.24,94.42,1,24.01,43671.72,High,Own behavior dark.,Board customer who nor notice carry.,494.54,19.64
42aa50e1,Smith Group,Madagascar,2022,730.75,580.3,3191802.11,67.8,43272474.93,10559378.12,2.42,40.62,35,38.41,83.92,3,37.09,338286.41,Medium,Teacher money war way ago cold contain heart.,Push executive word scientist.,1923.51,58.09
7268aa8b,Key Ltd,Bahamas,2018,1564.28,537.76,4588446.84,70.7,34270994.89,14876030.83,6.79,11.68,43,17.51,79.75,4,20.59,134095.04,Low,Occur image wish century measure almost.,Land must thank position.,3285.57,33.3
57bffacb,Barnes-Bailey,Wallis and Futuna,2021,770.28,461.83,3624883.46,56.08,3523086.05,11870570.88,2.02,54.81,9,15.38,87.21,2,41.51,306165.58,High,Fly name better suffer option food really.,His necessary some need beyond wish after shake.,1540.3,55.45
62204d5e,Brown-Mccullough,Belize,2022,2961.59,122.04,3311419.34,28.22,46443527.61,18990296.22,6.08,1.75,46,50.94,73.45,2,25.49,261621.13,High,Recognize section product practice low.,Simple line consumer meet sing.,1229.5,70.26
9116ebbc,"Jackson, Fields and Young",Luxembourg,2023,828.27,966.76,2583780.18,41.13,18951645.0,19486573.94,6.61,35.94,7,44.12,72.57,1,46.44,499596.73,Low,Answer somebody region attorney feeling much.,So entire page attention.,3454.39,45.22
00f91f43,"Scott, Smith and Allen",Grenada,2023,633.09,53.38,3424730.69,72.19,2481839.91,8609195.17,1.26,68.25,5,40.61,71.95,2,26.54,354759.15,Low,Environmental affect responsibility lose.,Wife federal perform oil property beyond.,1709.08,70.0
3145cc54,Vargas-Dougherty,Kenya,2018,870.97,257.1,4125797.44,46.83,22389577.12,10428302.1,5.71,21.23,31,13.26,83.4,1,13.81,229076.72,Low,Audience better charge discuss certainly.,Community science individual everything though certainly glass road.,638.02,64.68
8c92b607,Cox PLC,American Samoa,2022,2911.28,928.37,917729.18,50.07,33281028.26,18390355.38,2.55,86.26,16,68.77,93.58,1,40.55,317712.28,High,Word where successful all.,Student away including true outside.,4419.47,62.26
f22b5613,Meyer Ltd,French Guiana,2015,4008.68,810.49,301486.1,48.96,8344169.69,11577324.36,6.68,38.6,0,51.45,99.59,5,14.4,256893.27,Low,South laugh goal glass provide.,Yes want administration mission.,4313.55,5.04
81ee8988,"Summers, Bradshaw and Shaw",Tajikistan,2020,4420.89,689.93,932906.26,98.19,2814160.4,12851520.69,7.76,98.37,33,36.34,85.66,2,31.84,316811.79,Medium,Poor person explain put wind war management manager.,North green provide pay remember.,3260.68,92.98
60cdc23f,Davis-Johnson,Marshall Islands,2017,1779.06,851.91,707240.82,94.43,14634437.48,940288.45,8.38,97.49,24,98.71,88.34,1,37.96,169951.54,High,Including cold allow business kind good relationship.,Recently six hour require.,2445.27,32.92
9982b3ee,"Ritter, Smith and Gordon",Sudan,2022,3060.48,347.0,2743280.74,91.44,37824805.98,12614130.43,8.04,11.71,16,70.33,93.7,4,49.54,197783.53,High,Big do think way store.,Figure three plant reach listen.,1914.16,39.48
e1e814bc,Evans-Tucker,Tajikistan,2017,2917.6,576.02,1995734.16,83.64,31011475.96,4586142.66,5.21,76.29,3,30.72,90.88,4,19.76,231485.45,Low,Physical low next act.,Financial care policy hot.,3488.63,32.97
3516d2d2,"Arnold, Martinez and Vance",Falkland Islands (Malvinas),2016,4916.94,633.3,2769709.53,15.04,11032844.51,16133430.76,6.43,65.41,44,2.44,91.83,4,44.43,145881.4,High,Feel window actually bring.,Officer break test to sister.,3553.42,54.73
fbfbe6e3,Rose-Cole,Ireland,2017,3796.53,63.7,1283577.0,15.43,22703566.88,1629683.76,7.48,84.04,43,1.84,84.3,5,19.68,167263.57,High,Agent inside soon beyond hotel.,Several only second pick baby act.,3905.44,18.61
40244360,Pham-Cox,Tonga,2017,2621.76,78.33,426152.98,33.42,27184224.6,14662710.34,2.5,87.59,38,0.81,70.3,5,12.82,71167.34,Low,End yard room animal can.,Hotel wife four test stuff important buy size.,2744.29,17.64
2149d668,Parker Group,Cuba,2018,1036.22,961.48,3657560.68,42.17,47200778.46,4373995.73,9.56,37.4,45,16.83,82.4,1,49.01,300691.82,High,Bring why prevent Mr.,Bring watch language month we short.,1424.35,36.8
cfcc2244,Dixon Inc,Korea,2022,3122.26,848.46,3036319.32,46.02,11926298.64,6148416.96,5.28,81.06,10,17.25,99.03,1,16.92,271621.58,Medium,Wonder assume use church sound east.,For never hair letter which economy.,549.85,21.19
e1c566eb,Lopez-Castillo,Netherlands,2021,3530.03,245.72,1162119.35,41.76,36604900.38,2262453.51,5.82,68.89,49,79.09,77.56,1,15.15,317361.25,High,Heavy report fly although.,Significant you black.,2101.51,2.24
821812df,"Martinez, Tate and Cunningham",Austria,2018,2163.11,454.27,1703200.09,47.11,33569655.61,7594763.12,9.34,36.71,42,48.59,70.1,2,40.65,406547.95,Low,Sea bit special court letter success.,Network establish above finish.,2498.5,73.26
b68c2de4,"French, Thomas and Pearson",French Guiana,2017,2820.62,241.86,2275407.29,82.41,1701932.86,8460556.71,4.52,0.86,31,26.29,83.57,5,32.11,342803.21,Medium,Artist green rock left.,No her politics eat.,4505.96,10.86
d0773c76,Rose Inc,Turkmenistan,2015,1850.13,471.95,575691.65,94.35,36039886.6,5645255.01,4.68,21.14,8,36.59,95.92,1,16.19,425681.0,Low,Size house drop perform charge real.,Standard window may grow.,1206.96,96.97
d5c7f75b,Sanders Group,Hungary,2023,2012.0,326.1,1305987.36,52.83,6164974.15,8800696.41,9.77,17.97,49,50.72,70.48,3,13.47,493502.64,Low,Attack power give lawyer according room chance.,Religious protect apply guess take.,1253.66,9.6
8f1068bc,"Small, Banks and Bush",Cameroon,2015,4531.07,408.81,3879324.29,55.37,31449207.63,10693716.13,1.63,84.71,34,74.06,91.24,5,30.94,243928.72,Medium,Provide plant market past structure she especially.,Type amount alone PM treat focus player.,1009.88,74.51
5e5b183a,Lara-Nguyen,Burkina Faso,2020,4142.59,429.13,409553.6,80.61,25676158.42,14746151.54,7.32,18.28,24,39.27,80.96,2,38.5,118413.18,Medium,Mention simple source somebody business poor reflect.,Step method customer check best.,2478.14,65.33
b94f951a,Garcia-Nguyen,Central African Republic,2020,3982.1,64.58,617377.98,93.03,41144368.71,5008150.79,6.7,80.74,33,96.34,99.26,1,10.11,247822.49,High,But already rate suffer many order artist tree.,Spring away growth both author.,1771.73,32.71
f0f8a58e,"Weaver, Oliver and Williams",Burkina Faso,2016,4314.35,447.26,854076.77,45.2,38206218.96,15052148.99,4.23,83.42,50,70.89,99.05,5,26.62,240115.54,Low,Little style drug avoid owner hospital woman.,Significant head thousand for team between too hear.,3565.1,73.84
bc3ab444,Williams PLC,Honduras,2019,3833.85,619.71,4372640.93,66.57,24920738.04,7740559.62,5.84,56.99,0,11.39,95.67,1,31.68,250949.57,Low,Bad agency since recent painting bad its.,Cup tax than speak during where follow.,2293.6,22.78
0caa4154,Phillips and Sons,Antigua and Barbuda,2019,2765.71,255.06,808260.44,52.04,13322174.68,8793821.35,2.94,30.81,45,76.73,70.24,3,42.43,142592.63,Medium,Floor before including black its accept.,Benefit live save board note discussion.,4589.05,67.72
ac878ee4,"Madden, Anderson and Martin",Cook Islands,2019,1861.07,979.24,4014712.46,29.77,28285098.84,3342763.18,2.5,97.41,28,12.56,73.48,4,10.9,181767.83,Medium,Room show star magazine get class admit meeting.,Wish page quite property PM full fact.,944.41,26.56
92377d7b,"Davis, Allen and Martinez",Lao People's Democratic Republic,2015,3247.44,92.82,195776.95,15.39,13109015.66,9064660.69,9.63,63.55,14,28.38,72.5,3,12.85,37874.68,High,Sport movie season trip.,None product me sport.,4482.05,84.3
691a033f,Christensen Ltd,Chile,2017,3246.22,64.74,901899.67,16.21,6655687.59,8254672.64,5.01,8.66,27,86.81,79.68,2,49.59,493482.5,Low,On property although program process give present officer.,Camera PM tell paper box anything reach.,1792.3,4.68
5f0af189,Bolton-Kirk,South Africa,2023,1292.64,705.89,2676845.39,14.01,31349334.0,9628948.6,8.82,80.04,28,5.92,91.78,1,39.06,427622.86,Low,Future technology tree fish within five policy already.,Move maintain ahead son start enjoy.,1103.83,14.02
17fef555,Humphrey-Jackson,Argentina,2016,740.18,261.53,668996.08,86.19,16165952.37,19845143.68,2.21,85.37,11,55.83,93.09,4,32.13,84555.39,Medium,Draw return interest make let record.,Down capital center.,3087.2,78.7
2b727a20,"Gomez, Tran and Mills",Syrian Arab Republic,2018,2595.38,476.35,3054883.53,84.44,15603685.98,16308762.51,2.55,49.24,6,64.32,87.52,5,30.91,243892.41,High,Spring face somebody budget feeling machine with.,Know impact thousand even music.,2309.0,15.45
45d9fa9b,"Collins, Lopez and Joseph",Mexico,2023,1335.17,169.59,964343.26,42.38,19120530.14,15138414.6,6.19,25.25,7,74.91,82.14,4,12.8,90465.23,Low,Season policy century material.,Open game buy already serious.,2192.44,61.43
92f7de11,"Strong, Manning and Miller",Seychelles,2016,4173.69,569.7,1859107.2,28.75,32417879.3,9059319.62,3.29,91.22,49,44.05,95.17,3,41.63,379580.31,Low,Heavy computer training sing no report significant.,Everybody but race west.,2393.29,31.83
5d1b9aa0,Cohen-Singh,Guernsey,2017,2680.79,259.72,525366.8,95.19,14385723.27,5407331.47,2.41,24.44,36,46.4,92.06,5,46.18,387877.58,High,Now professional her traditional yourself on through.,Method she structure single hair whole middle.,561.91,79.79
9a50667e,"Garcia, Johnson and Nguyen",Poland,2022,583.7,913.37,2549648.35,77.87,14458607.25,8688730.55,2.5,80.72,3,61.51,78.33,4,10.91,169812.08,High,These structure free somebody statement Democrat figure.,Coach amount half fish film allow.,4240.7,30.64
395dc2c3,"Arroyo, Simon and Lamb",Faroe Islands,2015,557.89,663.47,1954353.6,44.75,19393061.45,8066376.71,4.24,80.77,0,9.63,98.57,3,30.31,412044.41,Low,Responsibility them itself.,Character return lay sense southern exist.,4455.67,67.29
daeb3065,"Kaiser, Kline and Nixon",Malawi,2019,2325.68,463.51,4324448.23,83.69,23185507.2,19165994.64,2.44,62.5,40,80.35,72.47,3,44.27,61712.42,Medium,Worker he cell over cup anything safe.,Five wind range three or.,1970.81,11.94
e8001db6,"Brown, Hodges and Snyder",Ethiopia,2020,3222.21,353.95,2775139.21,48.63,42583164.19,13824181.12,5.05,92.81,21,83.03,80.55,3,34.84,66789.44,Low,Country similar and drug key response you music.,Clearly set back huge against.,3471.24,86.81
703e317f,"Rodgers, Holland and Nguyen",Madagascar,2023,3140.11,707.34,3870855.05,34.14,1959182.56,3613116.36,4.78,37.64,50,52.98,84.57,3,33.46,266260.12,Low,Big whose there baby.,He one the market.,2696.11,93.69
1daae272,Gentry-Lopez,Haiti,2017,816.96,757.66,549564.36,50.8,45368419.45,7705650.36,3.8,75.06,29,70.29,86.84,2,12.33,66590.93,Medium,Action late government wish.,Responsibility mother you item soldier relationship open.,2490.44,18.73
4e3d096c,Robertson and Sons,Saint Martin,2017,1204.78,550.14,2584342.21,92.13,9602831.95,10316389.99,2.97,19.18,13,54.82,97.18,2,34.39,71692.74,High,Often we expert yeah product hard.,Article sea pick six out move leave.,2944.93,19.92
a6e17a87,Montgomery Inc,Jordan,2023,1380.47,330.22,1174887.91,63.05,40862648.77,17067482.48,9.58,60.61,29,71.64,96.03,1,41.13,35010.09,Medium,Beyond continue someone attorney.,Table although plan cold.,3951.13,52.15
1a6e6439,"Ramos, Pacheco and Mendez",Kazakhstan,2019,4425.15,198.62,1147691.93,93.53,19075387.01,11356195.71,4.03,5.75,6,62.28,80.69,5,16.35,130332.06,Low,Social nearly share can subject increase while.,Full turn tend.,4541.64,85.68
3cd10fd2,"Avila, Foster and Flores",Wallis and Futuna,2020,3326.55,501.18,3963022.92,41.65,16569658.66,8819592.35,8.88,80.73,43,19.64,87.65,3,25.71,137355.26,Medium,Mouth truth image sign effort.,Open force dinner find.,3703.36,56.02
6499183f,"Campbell, Henry and Finley",Tunisia,2019,668.42,606.7,4493093.4,22.88,29890504.88,14277420.64,4.17,36.4,20,76.39,72.52,2,40.27,317221.13,Low,Talk current happen free.,Shoulder involve baby.,2334.34,96.31
b183813b,"Lee, Montgomery and Perez",Trinidad and Tobago,2015,3417.5,388.31,2796158.06,65.29,25539458.24,12955051.38,5.15,46.72,23,59.28,96.35,3,36.13,12020.57,High,Road soldier middle network idea study.,Moment partner church resource former good building.,829.08,97.47
aff4db1c,"Marquez, Davis and Montgomery",Guernsey,2018,4447.03,787.82,1876306.7,67.47,42015122.23,11730182.89,1.65,5.17,47,47.33,82.39,4,19.31,58173.97,Low,By blood a program.,Star beat development travel fund memory.,886.65,81.15
023b249c,Phillips-Fletcher,Korea,2018,1043.8,123.65,2308180.97,23.13,31312263.76,15835129.58,6.66,82.21,26,10.56,83.16,2,49.54,66689.17,Low,Week successful reduce report community wrong already while.,Analysis pattern police.,1589.14,29.5
ce9dea5f,"Parker, Horn and Price",Tunisia,2015,4792.56,876.62,2597337.24,78.37,44744619.33,17734254.54,5.56,67.33,43,1.35,93.82,3,43.74,316845.2,High,Great month action wife let set interest story.,Program half child blue theory really.,2584.51,32.58
76a2c755,Martinez-Myers,Portugal,2019,4274.57,893.48,3866065.67,25.57,33878733.64,9033279.09,2.58,34.01,36,12.28,83.3,5,35.22,220770.69,Low,Heart bank school appear.,Far chance Congress movie data.,3108.45,75.58
089069f5,Suarez Inc,Libyan Arab Jamahiriya,2023,3812.75,615.14,472893.24,36.4,38167108.44,1261557.0,8.42,66.4,31,19.59,70.44,1,43.34,96354.76,Medium,Black from team expect.,Figure card today company bill Republican perform soon.,977.49,53.82
ad06af71,"Conner, Contreras and Jones",Djibouti,2018,3910.83,852.52,953373.65,13.57,26486082.42,6838662.74,4.22,5.67,43,6.59,89.07,1,39.73,200442.66,Low,Consumer place for single.,Art quite oil drop.,2974.46,33.95
f0889cfb,"Fry, Thompson and Morgan",Antarctica (the territory South of 60 deg S),2020,2210.85,694.98,4248396.09,72.74,3069610.73,3805848.9,4.43,33.99,6,15.41,90.54,2,48.1,72239.73,Medium,Tax involve successful onto travel baby.,Radio next firm let student so lawyer.,2462.45,21.75
6d8455b0,"Jones, Osborne and Coleman",Palestinian Territory,2019,813.11,435.78,3289897.1,91.56,26182379.96,6816370.16,6.2,19.1,33,94.88,96.08,1,47.38,142703.08,High,Fly high responsibility mouth.,Section music seven federal keep factor beautiful.,2790.83,13.27
ba3e29cf,Edwards LLC,Hong Kong,2017,1026.71,791.3,1709495.47,24.66,33793055.81,16382327.39,4.01,73.73,27,86.75,79.07,4,11.68,159530.09,High,Not stop world nearly quality argue economic culture.,Choose tend white subject.,613.4,98.58
3a5821ec,"Coleman, Rodriguez and Lyons",Niue,2017,4431.09,687.33,4638238.23,18.95,46085343.91,16153708.4,9.1,16.68,26,53.13,80.56,2,39.69,41383.97,Medium,Coach focus treat religious around may fact option.,Side story subject nearly.,1333.86,88.61
9f4fa7cd,Jordan Ltd,French Polynesia,2016,2711.56,762.05,3791256.38,19.38,30033197.58,3950087.67,5.58,49.46,23,21.66,91.08,5,29.89,266805.78,Low,Make might section culture.,She wind hear true how traditional tend his.,4289.42,65.54
f2be4ec8,"Buckley, Moreno and Dunn",Australia,2021,2742.42,500.35,238240.36,34.7,23260690.87,1163525.45,9.75,86.39,30,43.31,83.39,2,39.76,373071.29,Low,Born drive field surface.,After could scientist table.,1526.72,74.4
